image_id,image_path,mode,alpha,alpha_eff,mask_mean,psnr,ssim,rec_psnr,rec_ssim,ncc,ber,qr_decoded,frob_predicted,frob_measured,psnr_predicted,weyl_bound_max,mirsky_bound_max
coco_000000002923,images/coco_000000002923.png,svd_yolo,0.005,0.0010434203462332352,0.12076007694071893,62.50768857023027,0.9999525077833136,2.906936799765484,0.3275020283553971,0.465660442512891,0.6837882995605469,0,195.93791521443418,169.4284509756257,61.24504571878159,98.8051389271133,113.12480809350754
coco_000000002923,images/coco_000000002923.png,svd_yolo,0.01,0.0020868406924664704,0.12076007694071893,60.90693440827142,0.9999471900367273,3.078573324666019,0.3429084087387313,0.5725854141636476,0.68951416015625,0,391.87583042886837,203.71548787463362,55.22444580550197,197.6102778542266,226.24961618701508
coco_000000002923,images/coco_000000002923.png,svd_yolo,0.02,0.004173681384932941,0.12076007694071893,52.70978294773096,0.9994870616172898,6.886257018626631,0.6759539755158857,0.851754522217502,0.42156982421875,0,783.7516608577367,523.4577346835177,49.20384589222235,395.2205557084532,452.49923237403016
coco_000000002923,images/coco_000000002923.png,svd_yolo,0.05,0.010434203462332352,0.12076007694071893,43.0914672294069,0.9987172034241839,14.452518771377958,0.8930996932275214,0.9944843950282508,4.57763671875e-05,1,1959.3791521443418,1584.154032914729,41.2450457187816,988.0513892711332,1131.2480809350754
coco_000000002923,images/coco_000000002923.png,svd_yolo,0.1,0.020868406924664705,0.12076007694071893,36.32048930698867,0.9964232266424826,17.94207780726333,0.8134722950371308,0.9927209273251526,3.814697265625e-06,1,3918.7583042886836,3454.190643262181,35.22444580550197,1976.1027785422664,2262.496161870151
coco_000000003156,images/coco_000000003156.png,svd_only,0.001,0.001,1.0,59.40673498085266,0.9994299486967831,2.899491257762698,0.3360048152957957,0.3640974546472559,0.60595703125,0,187.78425772678605,242.12187013981202,61.61423173914949,94.69351377304604,108.41729174813389
coco_000000003156,images/coco_000000003156.png,svd_only,0.005,0.005,1.0,50.752013787902925,0.9992706265063345,9.46835769954041,0.793724283746946,0.9672905824312068,0.057704925537109375,1,938.9212886339302,655.7979871881279,47.63483165242911,473.46756886523013,542.0864587406695
coco_000000003156,images/coco_000000003156.png,svd_only,0.01,0.01,1.0,43.36328155212574,0.9987957360894111,14.737176285201297,0.9009545213201974,0.994355477608097,9.918212890625e-05,1,1877.8425772678604,1535.3475176649747,41.61423173914949,946.9351377304603,1084.172917481339
coco_000000003156,images/coco_000000003156.png,svd_only,0.02,0.02,1.0,36.75004358687342,0.9973784151307626,17.856137979053322,0.9324213948133565,0.9981340088938859,1.1444091796875e-05,1,3755.685154535721,3287.5214067744105,35.59363182586987,1893.8702754609205,2168.345834962678
coco_000000003156,images/coco_000000003156.png,svd_only,0.05,0.05,1.0,28.756810635810268,0.9880059327757081,17.072691414119426,0.8050019988460461,0.9959949534705564,1.1444091796875e-05,1,9389.212886339303,8251.449327239427,27.634831652429117,4734.675688652302,5420.864587406695
coco_000000003156,images/coco_000000003156.png,svd_only,0.1,0.1,1.0,23.31211196241357,0.9632051005977438,13.56466363609404,0.7076101934555216,0.9839888459823041,1.52587890625e-05,1,18778.425772678605,15444.191238132218,21.614231739149496,9469.351377304603,10841.72917481339
coco_000000003156,images/coco_000000003156.png,svd_texture,0.001,0.00022813942573018318,0.14237713970020352,59.40673498085266,0.9994299486967831,4.029124460412939,0.5158508180704797,0.43365422520248226,0.4129791259765625,0,42.84099271895768,242.12187013981202,74.4502248589139,21.603323852555913,24.734258678640995
coco_000000003156,images/coco_000000003156.png,svd_texture,0.005,0.0011406971286509159,0.14237713970020352,59.40673498085266,0.9994299486967831,2.7741510520120345,0.3175980971280063,0.36183738832986045,0.6275825500488281,0,214.2049635947884,242.12187013981202,60.470824772193524,108.01661926277956,123.67129339320496
coco_000000003156,images/coco_000000003156.png,svd_texture,0.01,0.0022813942573018317,0.14237713970020352,59.064125933366526,0.9994057624579681,2.4067820345085207,0.2618434462132124,0.37730075675155494,0.6800155639648438,0,428.4099271895768,251.863058029557,54.4502248589139,216.0332385255591,247.34258678640992
coco_000000003156,images/coco_000000003156.png,svd_texture,0.02,0.004562788514603663,0.14237713970020352,51.346824758540706,0.9993023750900173,9.459015196370245,0.7854430129380064,0.9660741253081574,0.06261444091796875,1,856.8198543791536,612.3920313002121,48.429624945634274,432.0664770511182,494.68517357281985
coco_000000003156,images/coco_000000003156.png,svd_texture,0.05,0.011406971286509159,0.14237713970020352,42.10967358312308,0.9986256196282962,15.304813430466975,0.9097738015801804,0.9951780467752582,6.4849853515625e-05,1,2142.049635947884,1773.7282768225803,40.47082477219352,1080.1661926277955,1236.7129339320497
